distance_to_airport,full_address,latitude,location,longitude,nearest_airport,nearest_airport_latitude,nearest_airport_longitude,airport_latitude,airport_longitude,airport_name
42.905155181884766,"Frontenac County, Eastern Ontario, Ontario, Canada",44.6102902,Frontenac,-76.6330415,YGK,44.2252998352051,-76.5969009399414,44.22529983520508,-76.5969009399414,Kingston Norman Rogers Airport
46.838748931884766,"Georgetown, Town of Three Rivers, Kings County, Prince Edward Island, Canada",46.1844077,Georgetown,-62.5315437,YYG,46.2900009155273,-63.1211013793945,46.290000915527344,-63.12110137939453,Charlottetown Airport
13.078407287597656,"Granville, The Grange, Edmonton, Division No. 11, Alberta, T5P 4K2, Canada",53.5046636,Granville,-113.682685,YXD,53.5724983215,-113.521003723,53.5724983215,-113.521003723,Edmonton City Centre (Blatchford Field) Airport
62.86834716796875,"Rural Municipality of Hanover, Division No. 2, Manitoba, Canada",49.4215895,Hanover,-96.7814848768908,PMB,48.9425010681,-97.2407989502,48.9425010681,-97.2407989502,Pembina Municipal Airport
95.65447998046875,"Harrigan Cove, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.931389,Harrigan Cove,-62.2961147,YHZ,44.8807983398,-63.5085983276,44.8807983398,-63.5085983276,Halifax / Stanfield International Airport
17.541595458984375,"Harwood, Hamilton Township, Northumberland County, Central Ontario, Ontario, K9J 6X8, Canada",44.1404478,Harwood,-78.1821844,YPQ,44.2299995422363,-78.3632965087891,44.22999954223633,-78.36329650878906,Peterborough Airport
92.48612976074219,"Hawkes Bay, Newfoundland, Newfoundland and Labrador, A0K 3B0, Canada",50.61196615,Hawke's Bay,-57.2071007020072,YBX,51.4435997009,-57.1852989197,51.443599700899995,-57.185298919699996,Lourdes de Blanc Sablon Airport
85.90605163574219,"Hodge's Cove, Newfoundland, Newfoundland and Labrador, Canada",48.01287395,Hodge's Cove,-53.7413004841424,YYT,47.618598938,-52.7518997192,47.618598938,-52.7518997192,St. John's International Airport
4.2830305099487305,"Hope, Fraser Valley Regional District, British Columbia, Canada",49.3799622,Hope,-121.44162,YHE,49.3683013916,-121.498001099,49.3683013916,-121.498001099,Hope Airport
38.508575439453125,"Hopewell Hill, Hopewell Parish, Albert County, New Brunswick / Nouveau-Brunswick, Canada",45.7659024,Hopewell Hill,-64.6834075,YQM,46.1122016906738,-64.678596496582,46.11220169067383,-64.67859649658203,Greater Moncton International Airport
19.567468643188477,"Howie Centre, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B1L 1C6, Canada",46.0749685,Howie Centre,-60.2689345,YQY,46.1614,-60.047798,46.1614,-60.047798,Sydney / J.A. Douglas McCurdy Airport
29.2261962890625,"Town of Irricana, Alberta, T0M 1B0, Canada",51.3200105,Irricana,-113.603134,YYC,51.057498931885,-113.62400054932,51.057498931885,-113.62400054932,Cheadle Airport
84.99681091308594,"Kenosee Lake, Division No. 1, Saskatchewan, S0C 2S0, Canada",49.8339235,Kenosee Lake,-102.2850496,YEN,49.2103004456,-102.966003418,49.2103004456,-102.966003418,Estevan Airport
20.135257720947266,"Kilworth, Ontario, N6K 0B4, Canada",42.965013,Kilworth,-81.3819121,YXU,43.035599,-81.1539,43.035599,-81.1539,London Airport
62.050270080566406,"Kitcisakik, Réservoir-Dozois, La Vallée-de-l'Or, Québec, Canada",47.5394337,Kitcisakik,-77.4589026,YVO,48.0532989502,-77.7827987671,48.0532989502,-77.7827987671,Val-d'Or Airport
59.784690856933594,"L'Anse-Saint-Jean, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, G0V 1J0, Canada",48.235193,L'Anse-Saint-Jean,-70.201263,YBG,48.3306007385254,-70.9963989257813,48.33060073852539,-70.99639892578125,CFB Bagotville
4.276516914367676,"La Macaza, Antoine-Labelle, Laurentides, Québec, Canada",46.371279,La Macaza,-74.7726264,YTM,46.4094009399,-74.7799987793,46.409400939899996,-74.7799987793,La Macaza / Mont-Tremblant International Inc Airport
135.5086669921875,"La Scie, Newfoundland, Newfoundland and Labrador, A0K 3M0, Canada",49.9500953,La Scie,-55.6096643519092,YQX,48.9369010925293,-54.5680999755859,48.9369010925293,-54.56809997558594,Gander International Airport
29.58993911743164,"Lac-Bouchette, Le Domaine-du-Roy, Saguenay–Lac-Saint-Jean, Québec, Canada",48.259427,Lac-Bouchette,-72.184296,YRJ,48.5200004577637,-72.2656021118164,48.52000045776367,-72.2656021118164,Roberval Airport
51.68179702758789,"Lake Saint Peter Road, Hastings Highlands, Hastings County, Central Ontario, Ontario, K0L 2K0, Canada",45.3123436,Lake Saint Peter,-78.0377838,YTA,45.6631011962891,-77.6027984619141,45.66310119628906,-77.60279846191406,Bonnechere Airport
34.97254943847656,"Lawrenceville, Le Val-Saint-François, Estrie, Québec, Canada",45.4328252,Lawrenceville,-72.3420127146212,ZBM,45.2907981873,-72.7414016724,45.2907981873,-72.74140167239999,Bromont (Roland Desourdy) Airport
74.4663314819336,"Leader, Division No. 8, Saskatchewan, S0N 1H0, Canada",50.8878217,Leader,-109.5449145,YKY,51.5175018311,-109.180999756,51.5175018311,-109.180999756,Kindersley Airport
74.63860321044922,"Village of Lougheed, Division No. 7, Alberta, Canada",52.7433563,Lougheed,-111.546907,YCT,52.0750007629,-111.444999695,52.0750007629,-111.444999695,Coronation Airport
15.193131446838379,"Lund, Area A (Malaspina/Toba), qathet Regional District, British Columbia, V0N 2G0, Canada",49.9816629,Lund,-124.759123,YPW,50.0630001,-124.930002,50.0630001,-124.930002,Cortes Bay Water Aerodrome
40.18868637084961,"Mansfield-et-Pontefract, Québec, Canada",45.8533592,Mansfield-et-Pontefract,-76.7329729,YTA,45.8643989562988,-77.2517013549805,45.86439895629883,-77.25170135498047,Pembroke Airport
40.37608337402344,"Montcalm, Lanaudière, Québec, Canada",45.9235706,Montcalm,-73.6530537,YMX,45.679501,-74.038696,45.679501,-74.038696,Montreal International (Mirabel) Airport
26.236133575439453,"Montney, Area B (Finlay Valley/Beatton Valley), Peace River Regional District, British Columbia, V0C 1Y0, Canada",56.4505164,Montney,-120.9253289,YXJ,56.238098,-120.739998,56.238098,-120.739998,Fort St John Airport
54.84895324707031,"Mount Moriah, Newfoundland, Newfoundland and Labrador, Canada",48.9655456,Mount Moriah,-58.0449051,YDF,49.2108001708984,-57.3913993835449,49.21080017089844,-57.39139938354492,Deer Lake Airport
49.95299530029297,"Neepawa, Division No. 15, Manitoba, R0J 1H0, Canada",50.2319353,Neepawa,-99.4637261,YBR,49.91,-99.951897,49.91,-99.951897,Brandon Municipal Airport
34.68803787231445,"New Bandon, New Bandon Parish, Gloucester County, New Brunswick / Nouveau-Brunswick, Canada",47.7567351,New Bandon Northumb Co,-65.3156044,ZBF,47.629699707,-65.738899231,47.629699707,-65.738899231,Bathurst Airport
26.390623092651367,"Nobel, McDougall Township, Parry Sound District, Central Ontario, Ontario, Canada",45.4121932,Nobel,-80.0857508,YPD,45.2575,-79.829697,45.2575,-79.829697,Parry Sound Area Municipal Airport
53.50701141357422,"Norris Arm, Newfoundland, Newfoundland and Labrador, Canada",49.083761,Norris Arm North Side,-55.266724,YQX,48.9369010925293,-54.5680999755859,48.9369010925293,-54.56809997558594,Gander International Airport
42.84366989135742,"North River, Newfoundland, Newfoundland and Labrador, A0A 3C0, Canada",47.5438167,North River,-53.3122422,YYT,47.618598938,-52.7518997192,47.618598938,-52.7518997192,St. John's International Airport
16.33169174194336,"North Wiltshire, Queens County, Prince Edward Island, C0A 1Y0, Canada",46.3014801,North Wiltshire,-63.333024,YYG,46.2900009155273,-63.1211013793945,46.290000915527344,-63.12110137939453,Charlottetown Airport
64.87740325927734,"Northern Arm, Newfoundland, Newfoundland and Labrador, Canada",49.169134,Northern Arm,-55.384827,YQX,48.9369010925293,-54.5680999755859,48.9369010925293,-54.56809997558594,Gander International Airport
53.38576889038086,"Onanole, Municipality of Harrison Park, Division No. 15, Manitoba, R0J 1N0, Canada",50.6235548,Onanole,-99.9690366,YDN,51.1007995605469,-100.052001953125,51.100799560546875,-100.052001953125,Dauphin Barker Airport
80.02165222167969,"Outlook, Division No. 11, Saskatchewan, S0L 2N0, Canada",51.4866125,Outlook,-107.0610496,YXE,52.1707992553711,-106.699996948242,52.170799255371094,-106.69999694824219,Saskatoon John G. Diefenbaker International Airport
58.04875564575195,"Palmer Road, Prince County, Prince Edward Island, Canada",46.9126713,Palmer Road,-64.1584622,YSU,46.440601348877,-63.8335990905762,46.44060134887695,-63.83359909057617,Summerside Airport
2.5392959117889404,"Pickle Lake, Pickle Lake Township, Kenora District, Northwestern Ontario, Ontario, P0V 3A0, Canada",51.4648142,Pickle Lake,-90.1925284,YPL,51.4463996887207,-90.2142028808594,51.4463996887207,-90.21420288085938,Pickle Lake Airport
42.124603271484375,"Rural Municipality of Rockwood, Division No. 14, Manitoba, R0C 0B0, Canada",50.285829,Pleasant Home,-97.314148,YWG,49.9099998474,-97.2398986816,49.909999847399995,-97.2398986816,Winnipeg / James Armstrong Richardson International Airport
17.629013061523438,"Point Edward, Cape Breton Regional Municipality, Cape Breton County, Nova Scotia, B2A 4V8, Canada",46.1626865,Point Edward,-60.276691,YQY,46.1614,-60.047798,46.1614,-60.047798,Sydney / J.A. Douglas McCurdy Airport
56.38852310180664,"Port Rowan, Norfolk County, Ontario, N0E 1M0, Canada",42.623613,Port Rowan,-80.450178,YQS,42.7700004577637,-81.1108016967773,42.77000045776367,-81.11080169677734,St Thomas Municipal Airport
41.781898498535156,"Port Williams, Municipality of the County of Kings, Kings County, Nova Scotia, Canada",45.0979991,Port Williams,-64.4100054,YZX,44.9844017028809,-64.9169006347656,44.98440170288086,-64.91690063476562,CFB Greenwood
28.070919036865234,"Pubnico, Argyle Municipal District, Yarmouth County, Nova Scotia, B0W 2W0, Canada",43.7024423,Pubnico,-65.7839702,YQI,43.8269004821777,-66.0880966186523,43.826900482177734,-66.08809661865234,Yarmouth Airport
8.609539985656738,"Quinte West (city), Central Ontario, Ontario, K0K 1E0, Canada",44.191211,Quinte West,-77.5666791,YTR,44.1189002990723,-77.5280990600586,44.118900299072266,-77.5280990600586,CFB Trenton
14.296844482421875,"Québec, Agglomération de Québec, Capitale-Nationale, Québec, Canada",46.8137431,Québec City,-71.2084061,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
83.86965942382812,"Rosemary, Division No. 2, Alberta, T0J 2W0, Canada",50.7550415,Rosemary,-112.086933,YSD,50.2667007446289,-111.182998657227,50.266700744628906,-111.18299865722656,Suffield Heliport
14.586274147033691,"Rosemère, Thérèse-De Blainville, Laurentides, Québec, Canada",45.6323155,Rosemère,-73.8052338,YUL,45.5167007446289,-73.7166976928711,45.516700744628906,-73.7166976928711,Cartierville Airport
47.912872314453125,"Saint George Parish, Charlotte County, New Brunswick / Nouveau-Brunswick, Canada",45.2296573,Saint George,-66.8435608152274,YFC,45.605633,-66.543678,45.605633,-66.543678,Blissville Airport
45.25265884399414,"St. Lunaire-Griquet, Newfoundland, Newfoundland and Labrador, A0K 2X0, Canada",51.519853,Saint Lunaire-Griquet,-55.463104,YAY,51.3918991089,-56.0830993652,51.3918991089,-56.083099365200006,St. Anthony Airport
43.376075744628906,"Saint-Alexis-de-Montcalm, Saint-Alexis, Montcalm, Lanaudière, Québec, J0K 2R0, Canada",45.9324831,Saint-Alexis-de-Montcalm,-73.612731,YMX,45.679501,-74.038696,45.679501,-74.038696,Montreal International (Mirabel) Airport
26.28606605529785,"Saint-Charles-sur-Richelieu, La Vallée-du-Richelieu, Montérégie, Québec, J0H 2G0, Canada",45.6899758,Saint-Charles-sur-Richelieu,-73.1858228,YHU,45.5175018311,-73.4169006348,45.5175018311,-73.4169006348,Montréal / Saint-Hubert Airport
52.35391616821289,"Saint-Edmond-de-Grantham, Drummond, Centre-du-Québec, Québec, Canada",45.8819778,Saint-Edmond-de-Grantham,-72.6752506,YRQ,46.3527984619141,-72.6793975830078,46.35279846191406,-72.67939758300781,Trois-Rivières Airport
1.5174609422683716,"Saint-Hubert, Longueuil, Agglomération de Longueuil, Montérégie, Québec, J3Y 4B5, Canada",45.5042755,Saint-Hubert,-73.4216976,YHU,45.5175018311,-73.4169006348,45.5175018311,-73.4169006348,Montréal / Saint-Hubert Airport
71.7582015991211,"Saint-Jules, Beauce-Centre, Chaudière-Appalaches, Québec, Canada",46.223315,Saint-Jules,-70.947647,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
68.64402770996094,"Saint-Léon-de-Standon, Bellechasse, Chaudière-Appalaches, Québec, G0R 4L0, Canada",46.4786359,Saint-Léon-de-Standon,-70.6179147,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
12.146819114685059,"Saint-Léonard, Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada",45.58671,Saint-Léonard,-73.5969488,YHU,45.5167007446289,-73.7166976928711,45.516700744628906,-73.7166976928711,Cartierville Airport
48.294471740722656,"Saint-Marc-des-Carrières, Portneuf (MRC), Capitale-Nationale, Québec, G0A 4B0, Canada",46.6827033,Saint-Marc-des-Carrières,-72.049608,YQB,46.9021961734,-71.502199173,46.9021961734,-71.502199173,C J.H.L.(Joe) Lecomte) Heliport
24.81484603881836,"Saint-Marc-sur-Richelieu, La Vallée-du-Richelieu, Montérégie, Québec, J0L 2E0, Canada",45.6771865,Saint-Marc-sur-Richelieu,-73.1940958,YHU,45.5175018311,-73.4169006348,45.5175018311,-73.4169006348,Montréal / Saint-Hubert Airport
36.30194854736328,"Saint-Narcisse-de-Beaurivage, Lotbinière (MRC), Chaudière-Appalaches, Québec, G0S 1W0, Canada",46.4837253,Saint-Narcisse-de-Beaurivage,-71.2330691,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
29.485416412353516,"Saint-Pacôme, Kamouraska (MRC), Bas-Saint-Laurent, Québec, G0L 3X0, Canada",47.40625,Saint-Pacôme,-69.952011,YML,47.5974998474121,-70.2238998413086,47.59749984741211,-70.2238998413086,Charlevoix Airport
50.44921112060547,"Saint-Simon-sur-Mer, Saint-Simon, Les Basques, Bas-Saint-Laurent, Québec, G0L 4C0, Canada",48.2206316,Saint-Simon-sur-Mer,-69.0590132,YXK,48.4780998229981,-68.4969024658203,48.47809982299805,-68.49690246582031,Rimouski Airport
49.21968460083008,"Saint-Sylvestre, Lotbinière (MRC), Chaudière-Appalaches, Québec, G0S 3C0, Canada",46.363515,Saint-Sylvestre,-71.226768,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
19.490890502929688,"Sainte-Anne-des-Plaines, Thérèse-De Blainville, Laurentides, Québec, J0N 1H0, Canada",45.76417,Sainte-Anne-des-Plaines,-73.818855,YMX,45.679501,-74.038696,45.679501,-74.038696,Montreal International (Mirabel) Airport
30.01303482055664,"Centre communautaire Ste-Clothide de chateauguay, 2e Rang, Sainte-Clotilde, Les Jardins-de-Napierville, Montérégie, Québec, Canada",45.1525543,Sainte-Clotilde-de-Châteauguay,-73.6704148925654,YJN,44.99169921875,-73.363502502441,44.99169921875,-73.363502502441,Rouses Point Seaplane Base
50.232357025146484,"Scotch Bush Road, Bonnechere Valley, Renfrew County, Eastern Ontario, Ontario, Canada",45.4566718,Scotch Bush,-76.9733847,YTA,45.8643989562988,-77.2517013549805,45.86439895629883,-77.25170135498047,Pembroke Airport
40.224708557128906,"Scott, La Nouvelle-Beauce, Chaudière-Appalaches, Québec, Canada",46.504773,Scott,-71.071243,YQB,46.7911,-71.393303,46.7911,-71.393303,Quebec Jean Lesage International Airport
1.988075852394104,"Shannon, La Jacques-Cartier, Capitale-Nationale, Québec, Canada",46.8871959,Shannon,-71.5164368,YQB,46.9021961734,-71.502199173,46.9021961734,-71.502199173,C J.H.L.(Joe) Lecomte) Heliport
76.21349334716797,"Sheet Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, B0J 3B0, Canada",44.9273954,Sheet Harbour,-62.5431429,YHZ,44.8807983398,-63.5085983276,44.8807983398,-63.5085983276,Halifax / Stanfield International Airport
16.057674407958984,"Shefford, La Haute-Yamaska, Estrie, Québec, Canada",45.3642563,Shefford,-72.5645575486166,ZBM,45.2907981873,-72.7414016724,45.2907981873,-72.74140167239999,Bromont (Roland Desourdy) Airport
5.996851921081543,"Sheguiandah, Manitoulin District, Northeastern Ontario, Ontario, P0P 1W0, Canada",45.8788042,Sheguiandah Indian Reserve 24,-81.9157583,YEM,45.8428001403809,-81.8581008911133,45.84280014038086,-81.85810089111328,Manitoulin East Municipal Airport
28.283855438232422,"Shigawake, Bonaventure (MRC), Gaspésie–Îles-de-la-Madeleine, Québec, Canada",48.16047035,Shigawake,-65.1035931551884,YVB,48.0710983276367,-65.4602966308594,48.07109832763672,-65.46029663085938,Bonaventure Airport
1.3771909475326538,"Town of Slave Lake, Municipal District of Lesser Slave River, Alberta, Canada",55.2810741,Slave Lake,-114.7717876,YZH,55.2930984497,-114.777000427,55.2930984497,-114.777000427,Slave Lake Airport
83.474853515625,"South Mountain, Municipality of Victoria County, Victoria County, Nova Scotia, Canada",46.8658,South Mountain,-60.425002,YQY,46.1614,-60.047798,46.1614,-60.047798,Sydney / J.A. Douglas McCurdy Airport
44.63184356689453,"Springfield, Municipality of the County of Antigonish, Antigonish County, Nova Scotia, Canada",45.4543511,Springfield,-61.8631555,YPS,45.6567001343,-61.3680992126,45.6567001343,-61.3680992126,Port Hawkesbury Airport
20.355566024780273,"150A Sucker Creek Indian Reserve, Division No. 17, Alberta, Canada",55.4043347,Sucker Creek Indian Reserve 23,-116.15318077946,YZH,55.3936004639,-116.474998474,55.3936004639,-116.474998474,High Prairie Airport
19.245914459228516,"The Pas, Division No. 21, Manitoba, Canada",53.8224172,The Pas,-101.2405153,YQD,53.9714012145996,-101.091003417969,53.97140121459961,-101.09100341796875,The Pas Airport
27.268007278442383,"Thornton, Essa, Simcoe County, Central Ontario, Ontario, L0L 2N0, Canada",44.2708998,Thornton,-79.7221475,YLK,44.4852981567,-79.5556030273,44.4852981567,-79.55560302730001,Barrie-Orillia (Lake Simcoe Regional Airport)
39.167545318603516,"Tottenham, New Tecumseth, Simcoe County, Central Ontario, Ontario, L0G 1W0, Canada",44.0225014,Tottenham,-79.8056098,YKZ,43.8622016906738,-79.370002746582,43.86220169067383,-79.37000274658203,Buttonville Municipal Airport
50.3637809753418,"Trois-Pistoles, Les Basques, Bas-Saint-Laurent, Québec, G0L 4K0, Canada",48.122101,Trois-Pistoles,-69.169922,YRI,47.7644004821777,-69.5847015380859,47.764400482177734,-69.58470153808594,Rivière-du-Loup Airport
28.785415649414062,"Verchères, Marguerite-D'Youville, Montérégie, Québec, J0L 2R0, Canada",45.7727845,Verchères,-73.355442,YHU,45.5175018311,-73.4169006348,45.5175018311,-73.4169006348,Montréal / Saint-Hubert Airport
50.92208480834961,"Ville-Marie, Témiscamingue, Abitibi-Témiscamingue, Québec, Canada",47.332308,Ville-Marie (Témiscamingue),-79.438019,YXR,47.6974006546,-79.8473453522,47.697400654599996,-79.8473453522,Earlton (Timiskaming Regional) Airport
33.82470703125,"Wellington County, Ontario, Canada",43.7590121,Wellington,-80.4614994,YKF,43.4608001709,-80.3786010742,43.460800170899994,-80.3786010742,Waterloo Airport
15.51771354675293,"Saint-Modeste, Rivière-du-Loup (MRC), Bas-Saint-Laurent, Québec, Canada",47.832518,West Saint Modeste,-69.403381,YRI,47.7644004821777,-69.5847015380859,47.764400482177734,-69.58470153808594,Rivière-du-Loup Airport
5.387327671051025,"West Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.3311208,West Vancouver,-123.159479,CXH,49.2943992615,-123.111000061,49.2943992615,-123.111000061,Vancouver Harbour Water Aerodrome
40.10765075683594,"Westwold, Area L (Grasslands), Thompson-Nicola Regional District, British Columbia, V0E 3B0, Canada",50.4722357,Westwold,-119.7739848,YVE,50.2481002807617,-119.331001281738,50.24810028076172,-119.33100128173828,Vernon Airport
33.675289154052734,"Willisville, Whitefish Falls, Unorganized North Sudbury, Sudbury District, Northeastern Ontario, Ontario, Canada",46.1302943,Willisville,-81.7210771,YEM,45.8428001403809,-81.8581008911133,45.84280014038086,-81.85810089111328,Manitoulin East Municipal Airport
7.440951824188232,"Winnipeg, Division No. 11, Manitoba, Canada",49.8955367,Winnipeg,-97.1384584,YWG,49.9099998474,-97.2398986816,49.909999847399995,-97.2398986816,Winnipeg / James Armstrong Richardson International Airport
29.556299209594727,"Afton, Municipality of the County of Antigonish, Antigonish County, Nova Scotia, Canada",45.6092942,Afton Station,-61.7421341,YPS,45.6567001343,-61.3680992126,45.6567001343,-61.3680992126,Port Hawkesbury Airport
35.41644287109375,"8480;7340, Arkona, Lambton Shores, Lambton County, Ontario, N0M 1B0, Canada",43.0734025,Arkona,-81.8340336,YCE,43.285599,-81.508301,43.285599,-81.508301,Centralia / James T. Field Memorial Aerodrome
54.8166618347168,"Baddeck, Municipality of Victoria County, Victoria County, Nova Scotia, B0E 1B0, Canada",46.0996814,Baddeck,-60.7535526,YQY,46.1614,-60.047798,46.1614,-60.047798,Sydney / J.A. Douglas McCurdy Airport
25.123371124267578,"Bala, Muskoka Lakes Township, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, Canada",45.0176521,Bala,-79.6169784,YQA,44.9747009277344,-79.3032989501953,44.974700927734375,-79.30329895019531,Muskoka Airport
28.34835433959961,"Beaubassin East, Shediac Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada",46.16060095,Beaubassin-est,-64.3173746732499,YQM,46.1122016906738,-64.678596496582,46.11220169067383,-64.67859649658203,Greater Moncton International Airport
2.621431350708008,"Bella Bella, Area B (Bella Bella), Central Coast Regional District, British Columbia, V0T 1Z0, Canada",52.1625615,Bella Bella,-128.145207,QBC,52.185001,-128.156994,52.185001,-128.156994,Bella Bella (Campbell Island) Airport
